geometry,buffered_geometry,longitude,latitude,ndvi,ndbi,ndwi,aerosol,label,index,place_id,licence,osm_type,osm_id,lat,lon,display_name,boundingbox,address.village,address.city,address.region,address.postcode,address.country,address.country_code,address.state,address.quarter,address.neighbourhood,address.town,address.amenity,address.road,address.building,address.aeroway,address.military,address.industrial
POINT (124.2065926241027 7.184068504523153),"ee.Geometry({
  ""functionInvocationValue"": {
    ""functionName"": ""Geometry.buffer"",
    ""arguments"": {
      ""distance"": {
        ""constantValue"": 1000
      },
      ""geometry"": {
        ""functionInvocationValue"": {
          ""functionName"": ""GeometryConstructors.Point"",
          ""arguments"": {
            ""coordinates"": {
              ""constantValue"": [
                124.20659262410271,
                7.184068504523153
              ]
            }
          }
        }
      }
    }
  }
})",124.20659262410273,7.184068504523152,0.2828183489975405,-0.1597475412002073,-0.11339443696672236,209.84,0,0,265342218,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,857042863,7.1841422626769385,124.2061256508766,"Maguindanao, Bangsamoro, 9601, Philippines","['7.1818898', '7.1845669', '124.2055464', '124.2061941']",,,Bangsamoro,9601.0,Philippines,ph,Maguindanao,,,,,,,,,
POINT (124.2325546366571 7.180231601148954),"ee.Geometry({
  ""functionInvocationValue"": {
    ""functionName"": ""Geometry.buffer"",
    ""arguments"": {
      ""distance"": {
        ""constantValue"": 1000
      },
      ""geometry"": {
        ""functionInvocationValue"": {
          ""functionName"": ""GeometryConstructors.Point"",
          ""arguments"": {
            ""coordinates"": {
              ""constantValue"": [
                124.23255463665706,
                7.180231601148954
              ]
            }
          }
        }
      }
    }
  }
})",124.23255463665707,7.180231601148955,0.2823080462071125,-0.164765249985435,-0.10621972166831242,201.64854614412135,0,0,261025476,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,826459635,7.180065045169263,124.23241620323499,"Tamontaka 1, Cotabato City, Bangsamoro, 9601, Philippines","['7.178336', '7.1815904', '124.2305996', '124.2332254']",Tamontaka 1,Cotabato City,Bangsamoro,9601.0,Philippines,ph,,,,,,,,,,
POINT (124.264789482202 7.216255928755284),"ee.Geometry({
  ""functionInvocationValue"": {
    ""functionName"": ""Geometry.buffer"",
    ""arguments"": {
      ""distance"": {
        ""constantValue"": 1000
      },
      ""geometry"": {
        ""functionInvocationValue"": {
          ""functionName"": ""GeometryConstructors.Point"",
          ""arguments"": {
            ""coordinates"": {
              ""constantValue"": [
                124.26478948220205,
                7.216255928755284
              ]
            }
          }
        }
      }
    }
  }
})",124.26478948220205,7.2162559287552845,0.2464490258882927,-0.15407036375651462,-0.07914005082842449,179.11847133757962,4,0,228279040,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,623235372,7.216075092145067,124.26573500978724,"Cotabato City East Diversion Road, Cotabato City, Bangsamoro, 9605, Philippines","['7.2060378', '7.2217689', '124.2616179', '124.2670876']",,Cotabato City,Bangsamoro,9605.0,Philippines,ph,,,,,,Cotabato City East Diversion Road,,,,
POINT (124.2206158610364 7.191071279862914),"ee.Geometry({
  ""functionInvocationValue"": {
    ""functionName"": ""Geometry.buffer"",
    ""arguments"": {
      ""distance"": {
        ""constantValue"": 1000
      },
      ""geometry"": {
        ""functionInvocationValue"": {
          ""functionName"": ""GeometryConstructors.Point"",
          ""arguments"": {
            ""coordinates"": {
              ""constantValue"": [
                124.22061586103642,
                7.191071279862914
              ]
            }
          }
        }
      }
    }
  }
})",124.22061586103642,7.191071279862914,0.2450103240674087,-0.15186770339990513,-0.08430485664486971,155.8555417185554,0,0,128554426,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,118632097,7.1905924295459815,124.22023219286041,"Tamontaka, Cotabato City, Bangsamoro, 9601, Philippines","['7.1854825', '7.1959438', '124.2140856', '124.2261788']",Tamontaka,Cotabato City,Bangsamoro,9601.0,Philippines,ph,,,,,,,,,,
POINT (124.3062473901243 7.238736512826622),"ee.Geometry({
  ""functionInvocationValue"": {
    ""functionName"": ""Geometry.buffer"",
    ""arguments"": {
      ""distance"": {
        ""constantValue"": 1000
      },
      ""geometry"": {
        ""functionInvocationValue"": {
          ""functionName"": ""GeometryConstructors.Point"",
          ""arguments"": {
            ""coordinates"": {
              ""constantValue"": [
                124.30624739012431,
                7.238736512826622
              ]
            }
          }
        }
      }
    }
  }
})",124.30624739012433,7.2387365128266214,0.3290986229106226,-0.18363853747504866,-0.12652624917709684,189.85044359949302,3,0,110366192,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,32806796,7.238294601399366,124.30774109783913,"Sultan Kudarat, Maguindanao, Bangsamoro, 9605, Philippines","['7.2299612', '7.2696072', '124.3069996', '124.324383']",,,Bangsamoro,9605.0,Philippines,ph,Maguindanao,,,Sultan Kudarat,,,,,,
POINT (124.281042660544 7.191540743338354),"ee.Geometry({
  ""functionInvocationValue"": {
    ""functionName"": ""Geometry.buffer"",
    ""arguments"": {
      ""distance"": {
        ""constantValue"": 1000
      },
      ""geometry"": {
        ""functionInvocationValue"": {
          ""functionName"": ""GeometryConstructors.Point"",
          ""arguments"": {
            ""coordinates"": {
              ""constantValue"": [
                124.28104266054403,
                7.191540743338354
              ]
            }
          }
        }
      }
    }
  }
})",124.28104266054405,7.191540743338353,0.3247283216985429,-0.2031954583113888,-0.09632637221059223,127.2284263959391,2,0,265663114,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,860941382,7.189839399182074,124.27987119629792,"Cotabato City, Bangsamoro, Philippines","['7.1854178', '7.1902667', '124.2765388', '124.2814013']",,Cotabato City,Bangsamoro,,Philippines,ph,,,,,,,,,,
POINT (124.2779179035171 7.250240747102822),"ee.Geometry({
  ""functionInvocationValue"": {
    ""functionName"": ""Geometry.buffer"",
    ""arguments"": {
      ""distance"": {
        ""constantValue"": 1000
      },
      ""geometry"": {
        ""functionInvocationValue"": {
          ""functionName"": ""GeometryConstructors.Point"",
          ""arguments"": {
            ""coordinates"": {
              ""constantValue"": [
                124.27791790351705,
                7.250240747102822
              ]
            }
          }
        }
      }
    }
  }
})",124.27791790351705,7.250240747102822,0.338071940132305,-0.1796436207186742,-0.14456657637273104,201.57196495619525,3,0,278708642,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,965331838,7.250406900000001,124.28144350000001,"Rebuken, Maguindanao, Bangsamoro, 9605, Philippines","['7.2488829', '7.2539218', '124.280435', '124.2833137']",Rebuken,,Bangsamoro,9605.0,Philippines,ph,Maguindanao,,,,,,,,,
POINT (124.2321844146336 7.2240064589155),"ee.Geometry({
  ""functionInvocationValue"": {
    ""functionName"": ""Geometry.buffer"",
    ""arguments"": {
      ""distance"": {
        ""constantValue"": 1000
      },
      ""geometry"": {
        ""functionInvocationValue"": {
          ""functionName"": ""GeometryConstructors.Point"",
          ""arguments"": {
            ""coordinates"": {
              ""constantValue"": [
                124.23218441463356,
                7.2240064589155
              ]
            }
          }
        }
      }
    }
  }
})",124.23218441463356,7.2240064589154995,0.2631524638436019,-0.14393489165117868,-0.11297893633419777,149.92443324937028,0,0,265971982,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,863741942,7.2232050999999995,124.2329773,"Usman Subdivision, Bagua II, Cotabato City, Bangsamoro, 9605, Philippines","['7.2230174', '7.2232051', '124.2329773', '124.2332403']",Bagua II,Cotabato City,Bangsamoro,9605.0,Philippines,ph,,,Usman Subdivision,,,,,,,
POINT (124.2371207292699 7.218910479432512),"ee.Geometry({
  ""functionInvocationValue"": {
    ""functionName"": ""Geometry.buffer"",
    ""arguments"": {
      ""distance"": {
        ""constantValue"": 1000
      },
      ""geometry"": {
        ""functionInvocationValue"": {
          ""functionName"": ""GeometryConstructors.Point"",
          ""arguments"": {
            ""coordinates"": {
              ""constantValue"": [
                124.23712072926989,
                7.218910479432512
              ]
            }
          }
        }
      }
    }
  }
})",124.23712072926986,7.2189104794325125,0.21611585951296916,-0.08426287296266739,-0.1343638180612395,150.4419475655431,4,0,120889268,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,88671327,7.219058617838202,124.23719784871977,"Usman Subdivision, Bagua II, Cotabato City, Bangsamoro, 9605, Philippines","['7.2189994', '7.2199202', '124.2364186', '124.2373116']",Bagua II,Cotabato City,Bangsamoro,9605.0,Philippines,ph,,,Usman Subdivision,,,,,,,
POINT (124.2831403954091 7.225306168837594),"ee.Geometry({
  ""functionInvocationValue"": {
    ""functionName"": ""Geometry.buffer"",
    ""arguments"": {
      ""distance"": {
        ""constantValue"": 1000
      },
      ""geometry"": {
        ""functionInvocationValue"": {
          ""functionName"": ""GeometryConstructors.Point"",
          ""arguments"": {
            ""coordinates"": {
              ""constantValue"": [
                124.2831403954091,
                7.225306168837594
              ]
            }
          }
        }
      }
    }
  }
})",124.28314039540909,7.2253061688375935,0.27878106662982977,-0.1854644196591554,-0.07315907849828063,169.49494949494942,2,0,266569340,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,865204220,7.227143300000001,124.2871499,"Maguindanao, Bangsamoro, 9605, Philippines","['7.2271433', '7.2370464', '124.2871499', '124.289521']",,,Bangsamoro,9605.0,Philippines,ph,Maguindanao,,,,,,,,,
POINT (124.3046794056255 7.240490308570938),"ee.Geometry({
  ""functionInvocationValue"": {
    ""functionName"": ""Geometry.buffer"",
    ""arguments"": {
      ""distance"": {
        ""constantValue"": 1000
      },
      ""geometry"": {
        ""functionInvocationValue"": {
          ""functionName"": ""GeometryConstructors.Point"",
          ""arguments"": {
            ""coordinates"": {
              ""constantValue"": [
                124.30467940562554,
                7.240490308570938
              ]
            }
          }
        }
      }
    }
  }
})",124.30467940562555,7.240490308570937,0.3316827796610809,-0.18282867729957925,-0.13078952633825636,194.27148194271481,3,0,110366192,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,32806796,7.239805912603023,124.30811662814136,"Sultan Kudarat, Maguindanao, Bangsamoro, 9605, Philippines","['7.2299612', '7.2696072', '124.3069996', '124.324383']",,,Bangsamoro,9605.0,Philippines,ph,Maguindanao,,,Sultan Kudarat,,,,,,
POINT (124.2312456854393 7.21352728302608),"ee.Geometry({
  ""functionInvocationValue"": {
    ""functionName"": ""Geometry.buffer"",
    ""arguments"": {
      ""distance"": {
        ""constantValue"": 1000
      },
      ""geometry"": {
        ""functionInvocationValue"": {
          ""functionName"": ""GeometryConstructors.Point"",
          ""arguments"": {
            ""coordinates"": {
              ""constantValue"": [
                124.23124568543932,
                7.21352728302608
              ]
            }
          }
        }
      }
    }
  }
})",124.23124568543932,7.21352728302608,0.2568762419015521,-0.12307443802078025,-0.13108889014247585,141.68991282689913,4,0,266294884,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,863765275,7.2134008000000005,124.2308892,"Purveyors Village, Bagua II, Cotabato City, Bangsamoro, 9601, Philippines","['7.2134008', '7.2135549', '124.2306247', '124.2308892']",Bagua II,Cotabato City,Bangsamoro,9601.0,Philippines,ph,,,Purveyors Village,,,,,,,
POINT (124.2949130576762 7.166572611117985),"ee.Geometry({
  ""functionInvocationValue"": {
    ""functionName"": ""Geometry.buffer"",
    ""arguments"": {
      ""distance"": {
        ""constantValue"": 1000
      },
      ""geometry"": {
        ""functionInvocationValue"": {
          ""functionName"": ""GeometryConstructors.Point"",
          ""arguments"": {
            ""coordinates"": {
              ""constantValue"": [
                124.2949130576762,
                7.166572611117985
              ]
            }
          }
        }
      }
    }
  }
})",124.2949130576762,7.166572611117985,0.3293920496220503,-0.21716175011218555,-0.0876198688809233,145.33832709113608,2,0,255365069,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,793104656,7.16589018533221,124.29550557022341,"Lisbong, Cotabato City, Bangsamoro, Philippines","['7.15692', '7.1714179', '124.2901848', '124.3014112']",,Cotabato City,Bangsamoro,,Philippines,ph,,,Lisbong,,,,,,,
POINT (124.2158037810909 7.202345299541655),"ee.Geometry({
  ""functionInvocationValue"": {
    ""functionName"": ""Geometry.buffer"",
    ""arguments"": {
      ""distance"": {
        ""constantValue"": 1000
      },
      ""geometry"": {
        ""functionInvocationValue"": {
          ""functionName"": ""GeometryConstructors.Point"",
          ""arguments"": {
            ""coordinates"": {
              ""constantValue"": [
                124.2158037810909,
                7.202345299541655
              ]
            }
          }
        }
      }
    }
  }
})",124.21580378109091,7.202345299541656,0.2744064802377037,-0.18123744927389893,-0.08184828301727584,131.29389788293898,0,0,95037890,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",node,9085520137,7.198073399999999,124.2045348,"Kalanganan Ⅱ, Bubong, Cotabato City, Bangsamoro, 9601, Philippines","['7.1880734', '7.2080734', '124.1945348', '124.2145348']",Bubong,Cotabato City,Bangsamoro,9601.0,Philippines,ph,,Kalanganan Ⅱ,,,,,,,,
POINT (124.2574096785822 7.182226720726974),"ee.Geometry({
  ""functionInvocationValue"": {
    ""functionName"": ""Geometry.buffer"",
    ""arguments"": {
      ""distance"": {
        ""constantValue"": 1000
      },
      ""geometry"": {
        ""functionInvocationValue"": {
          ""functionName"": ""GeometryConstructors.Point"",
          ""arguments"": {
            ""coordinates"": {
              ""constantValue"": [
                124.25740967858216,
                7.182226720726974
              ]
            }
          }
        }
      }
    }
  }
})",124.25740967858215,7.182226720726974,0.3012594519763325,-0.1818277875744172,-0.10163822003147313,169.1285892634207,2,0,265001918,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,855720011,7.181969368219437,124.2610526858752,"Tamontaka 3, Cotabato City, Bangsamoro, 9601, Philippines","['7.1745861', '7.191855', '124.2537329', '124.2639857']",Tamontaka 3,Cotabato City,Bangsamoro,9601.0,Philippines,ph,,,,,,,,,,
POINT (124.2131061276541 7.240427420243914),"ee.Geometry({
  ""functionInvocationValue"": {
    ""functionName"": ""Geometry.buffer"",
    ""arguments"": {
      ""distance"": {
        ""constantValue"": 1000
      },
      ""geometry"": {
        ""functionInvocationValue"": {
          ""functionName"": ""GeometryConstructors.Point"",
          ""arguments"": {
            ""coordinates"": {
              ""constantValue"": [
                124.21310612765409,
                7.240427420243914
              ]
            }
          }
        }
      }
    }
  }
})",124.21310612765407,7.240427420243914,0.16425092589043735,-0.1351105260956231,-0.01753610583208404,136.81592039800995,1,0,230918424,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,648178110,7.241593345935541,124.21098170970569,"Kalanganan, Cotabato City, Bangsamoro, 9605, Philippines","['7.2404476', '7.2465395', '124.2103529', '124.2137204']",Kalanganan,Cotabato City,Bangsamoro,9605.0,Philippines,ph,,,,,,,,,,
POINT (124.2337017816071 7.169286086291065),"ee.Geometry({
  ""functionInvocationValue"": {
    ""functionName"": ""Geometry.buffer"",
    ""arguments"": {
      ""distance"": {
        ""constantValue"": 1000
      },
      ""geometry"": {
        ""functionInvocationValue"": {
          ""functionName"": ""GeometryConstructors.Point"",
          ""arguments"": {
            ""coordinates"": {
              ""constantValue"": [
                124.2337017816071,
                7.169286086291065
              ]
            }
          }
        }
      }
    }
  }
})",124.2337017816071,7.1692860862910655,0.3331215706940642,-0.19323064042521884,-0.1246812333175696,215.02264150943398,0,0,281614996,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,988572310,7.169288625203613,124.23356559600776,"Awang, Maguindanao, Bangsamoro, 9601, Philippines","['7.1665943', '7.1708965', '124.2324287', '124.2341053']",Awang,,Bangsamoro,9601.0,Philippines,ph,Maguindanao,,,,,,,,,
POINT (124.2861481730732 7.209937976371182),"ee.Geometry({
  ""functionInvocationValue"": {
    ""functionName"": ""Geometry.buffer"",
    ""arguments"": {
      ""distance"": {
        ""constantValue"": 1000
      },
      ""geometry"": {
        ""functionInvocationValue"": {
          ""functionName"": ""GeometryConstructors.Point"",
          ""arguments"": {
            ""coordinates"": {
              ""constantValue"": [
                124.28614817307316,
                7.209937976371182
              ]
            }
          }
        }
      }
    }
  }
})",124.28614817307316,7.209937976371182,0.29748059320117753,-0.2113441870308601,-0.058865035615815776,179.9651307596513,2,0,79866987,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",node,7719085844,7.226206599999999,124.25164550000001,"Poblacion Ⅶ, Cotabato City, Bangsamoro, 9605, Philippines","['7.2062066', '7.2462066', '124.2316455', '124.2716455']",Poblacion Ⅶ,Cotabato City,Bangsamoro,9605.0,Philippines,ph,,,,,,,,,,
POINT (124.1915018859424 7.21676832642475),"ee.Geometry({
  ""functionInvocationValue"": {
    ""functionName"": ""Geometry.buffer"",
    ""arguments"": {
      ""distance"": {
        ""constantValue"": 1000
      },
      ""geometry"": {
        ""functionInvocationValue"": {
          ""functionName"": ""GeometryConstructors.Point"",
          ""arguments"": {
            ""coordinates"": {
              ""constantValue"": [
                124.1915018859424,
                7.21676832642475
              ]
            }
          }
        }
      }
    }
  }
})",124.1915018859424,7.21676832642475,0.19081465765584132,-0.1622693303078438,-0.01570116450262121,105.97506234413963,1,0,95781968,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",node,9085520175,7.2000942,124.2026389,"Bubong, Cotabato City, Bangsamoro, 9601, Philippines","['7.1800942', '7.2200942', '124.1826389', '124.2226389']",Bubong,Cotabato City,Bangsamoro,9601.0,Philippines,ph,,,,,,,,,,
POINT (124.2036404331453 7.185276809297155),"ee.Geometry({
  ""functionInvocationValue"": {
    ""functionName"": ""Geometry.buffer"",
    ""arguments"": {
      ""distance"": {
        ""constantValue"": 1000
      },
      ""geometry"": {
        ""functionInvocationValue"": {
          ""functionName"": ""GeometryConstructors.Point"",
          ""arguments"": {
            ""coordinates"": {
              ""constantValue"": [
                124.20364043314531,
                7.185276809297155
              ]
            }
          }
        }
      }
    }
  }
})",124.20364043314531,7.1852768092971555,0.27890347623637235,-0.16038450882644484,-0.10919741460256188,205.6629213483146,0,0,265140844,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,857042862,7.1836701000000005,124.2053787,"Maguindanao, Bangsamoro, 9601, Philippines","['7.1835423', '7.1836701', '124.2053787', '124.2060158']",,,Bangsamoro,9601.0,Philippines,ph,Maguindanao,,,,,,,,,
POINT (124.2971041397449 7.216642811600618),"ee.Geometry({
  ""functionInvocationValue"": {
    ""functionName"": ""Geometry.buffer"",
    ""arguments"": {
      ""distance"": {
        ""constantValue"": 1000
      },
      ""geometry"": {
        ""functionInvocationValue"": {
          ""functionName"": ""GeometryConstructors.Point"",
          ""arguments"": {
            ""coordinates"": {
              ""constantValue"": [
                124.2971041397449,
                7.216642811600618
              ]
            }
          }
        }
      }
    }
  }
})",124.29710413974492,7.216642811600617,0.244592890079764,-0.18279135979086664,-0.03933680863592793,170.85286783042392,2,0,66513977,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",node,6085685205,7.232895200000001,124.2637385,"Salimbao, Maguindanao, Bangsamoro, 9605, Philippines","['7.2128952', '7.2528952', '124.2437385', '124.2837385']",Salimbao,,Bangsamoro,9605.0,Philippines,ph,Maguindanao,,,,,,,,,
POINT (124.2789331429068 7.184757863551931),"ee.Geometry({
  ""functionInvocationValue"": {
    ""functionName"": ""Geometry.buffer"",
    ""arguments"": {
      ""distance"": {
        ""constantValue"": 1000
      },
      ""geometry"": {
        ""functionInvocationValue"": {
          ""functionName"": ""GeometryConstructors.Point"",
          ""arguments"": {
            ""coordinates"": {
              ""constantValue"": [
                124.27893314290675,
                7.184757863551931
              ]
            }
          }
        }
      }
    }
  }
})",124.27893314290677,7.184757863551932,0.3218296434383617,-0.1971234749954585,-0.10058229555558458,124.84450063211122,2,0,265663114,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,860941382,7.1854178,124.2814013,"Cotabato City, Bangsamoro, Philippines","['7.1854178', '7.1902667', '124.2765388', '124.2814013']",,Cotabato City,Bangsamoro,,Philippines,ph,,,,,,,,,,
POINT (124.2447806942147 7.201168933208221),"ee.Geometry({
  ""functionInvocationValue"": {
    ""functionName"": ""Geometry.buffer"",
    ""arguments"": {
      ""distance"": {
        ""constantValue"": 1000
      },
      ""geometry"": {
        ""functionInvocationValue"": {
          ""functionName"": ""GeometryConstructors.Point"",
          ""arguments"": {
            ""coordinates"": {
              ""constantValue"": [
                124.24478069421468,
                7.201168933208221
              ]
            }
          }
        }
      }
    }
  }
})",124.24478069421468,7.201168933208221,0.2151524293154014,-0.0843420649910891,-0.13416771500166885,166.14463840399003,4,0,82739408,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",node,8244323017,7.2011330000000005,124.245079,"SWAT, R. Garcia Street, Rosary Heights Ⅵ, Rosary Heights VIII, Cotabato City, Bangsamoro, 9601, Philippines","['7.201083', '7.201183', '124.245029', '124.245129']",Rosary Heights VIII,Cotabato City,Bangsamoro,9601.0,Philippines,ph,,Rosary Heights Ⅵ,,,SWAT,R. Garcia Street,,,,
POINT (124.1972266018607 7.224001473042245),"ee.Geometry({
  ""functionInvocationValue"": {
    ""functionName"": ""Geometry.buffer"",
    ""arguments"": {
      ""distance"": {
        ""constantValue"": 1000
      },
      ""geometry"": {
        ""functionInvocationValue"": {
          ""functionName"": ""GeometryConstructors.Point"",
          ""arguments"": {
            ""coordinates"": {
              ""constantValue"": [
                124.19722660186072,
                7.224001473042245
              ]
            }
          }
        }
      }
    }
  }
})",124.19722660186072,7.224001473042245,0.18492038471399608,-0.16045787181785795,-0.010004470386535578,110.99244332493706,1,0,95781968,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",node,9085520175,7.2000942,124.2026389,"Bubong, Cotabato City, Bangsamoro, 9601, Philippines","['7.1800942', '7.2200942', '124.1826389', '124.2226389']",Bubong,Cotabato City,Bangsamoro,9601.0,Philippines,ph,,,,,,,,,,
POINT (124.2167214412924 7.197288835204368),"ee.Geometry({
  ""functionInvocationValue"": {
    ""functionName"": ""Geometry.buffer"",
    ""arguments"": {
      ""distance"": {
        ""constantValue"": 1000
      },
      ""geometry"": {
        ""functionInvocationValue"": {
          ""functionName"": ""GeometryConstructors.Point"",
          ""arguments"": {
            ""coordinates"": {
              ""constantValue"": [
                124.21672144129244,
                7.197288835204368
              ]
            }
          }
        }
      }
    }
  }
})",124.21672144129244,7.197288835204367,0.24995031759536346,-0.16310644197026208,-0.07746306102285677,136.69532237673832,0,0,128554426,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,118632097,7.1953235915369,124.21477850689013,"Tamontaka, Cotabato City, Bangsamoro, 9601, Philippines","['7.1854825', '7.1959438', '124.2140856', '124.2261788']",Tamontaka,Cotabato City,Bangsamoro,9601.0,Philippines,ph,,,,,,,,,,
POINT (124.2648372525565 7.206546374500448),"ee.Geometry({
  ""functionInvocationValue"": {
    ""functionName"": ""Geometry.buffer"",
    ""arguments"": {
      ""distance"": {
        ""constantValue"": 1000
      },
      ""geometry"": {
        ""functionInvocationValue"": {
          ""functionName"": ""GeometryConstructors.Point"",
          ""arguments"": {
            ""coordinates"": {
              ""constantValue"": [
                124.26483725255648,
                7.206546374500448
              ]
            }
          }
        }
      }
    }
  }
})",124.26483725255648,7.206546374500448,0.29100249068358724,-0.18039137995699672,-0.09235684559439784,163.3757802746567,2,0,251807845,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,770990622,7.2047963,124.26332504558462,"Muamad Elementary School, Cotabato City East Diversion Road, Cotabato City, Bangsamoro, 9605, Philippines","['7.2044583', '7.2051342', '124.2628748', '124.2637753']",,Cotabato City,Bangsamoro,9605.0,Philippines,ph,,,,,Muamad Elementary School,Cotabato City East Diversion Road,,,,
POINT (124.2436154500124 7.240182747177309),"ee.Geometry({
  ""functionInvocationValue"": {
    ""functionName"": ""Geometry.buffer"",
    ""arguments"": {
      ""distance"": {
        ""constantValue"": 1000
      },
      ""geometry"": {
        ""functionInvocationValue"": {
          ""functionName"": ""GeometryConstructors.Point"",
          ""arguments"": {
            ""coordinates"": {
              ""constantValue"": [
                124.24361545001238,
                7.240182747177309
              ]
            }
          }
        }
      }
    }
  }
})",124.24361545001238,7.240182747177308,0.3196401966759761,-0.1696426954660667,-0.1383681170305328,122.34,3,0,265926151,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,855294840,7.2387719,124.245398,"Calsada, Maguindanao, Bangsamoro, 9605, Philippines","['7.2355271', '7.238895', '124.244518', '124.2463039']",Calsada,,Bangsamoro,9605.0,Philippines,ph,Maguindanao,,,,,,,,,
POINT (124.2168057546894 7.20246594420266),"ee.Geometry({
  ""functionInvocationValue"": {
    ""functionName"": ""Geometry.buffer"",
    ""arguments"": {
      ""distance"": {
        ""constantValue"": 1000
      },
      ""geometry"": {
        ""functionInvocationValue"": {
          ""functionName"": ""GeometryConstructors.Point"",
          ""arguments"": {
            ""coordinates"": {
              ""constantValue"": [
                124.21680575468936,
                7.20246594420266
              ]
            }
          }
        }
      }
    }
  }
})",124.21680575468935,7.20246594420266,0.27313457807342056,-0.17949416088244766,-0.08254047131276326,130.45261845386534,0,0,80961735,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",node,7716484100,7.203637599999999,124.229634,"Rosario Heights XI, Cotabato City, Bangsamoro, 9601, Philippines","['7.1836376', '7.2236376', '124.209634', '124.249634']",Rosario Heights XI,Cotabato City,Bangsamoro,9601.0,Philippines,ph,,,,,,,,,,
POINT (124.2445561006137 7.215103451469262),"ee.Geometry({
  ""functionInvocationValue"": {
    ""functionName"": ""Geometry.buffer"",
    ""arguments"": {
      ""distance"": {
        ""constantValue"": 1000
      },
      ""geometry"": {
        ""functionInvocationValue"": {
          ""functionName"": ""GeometryConstructors.Point"",
          ""arguments"": {
            ""coordinates"": {
              ""constantValue"": [
                124.24455610061368,
                7.215103451469262
              ]
            }
          }
        }
      }
    }
  }
})",124.24455610061369,7.215103451469263,0.17318365255141374,-0.0401195903752365,-0.14302524146641854,181.97468354430382,4,0,139253118,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,160551035,7.214537,124.24455229200994,"Canizares National High School, Pastor Kimpo Sr., Usman Subdivision, Bagua II, Cotabato City, Bangsamoro, 9605, Philippines","['7.2137589', '7.2154587', '124.2436768', '124.2454842']",Bagua II,Cotabato City,Bangsamoro,9605.0,Philippines,ph,,,Usman Subdivision,,Canizares National High School,Pastor Kimpo Sr.,,,,
POINT (124.2460184212839 7.222642929080916),"ee.Geometry({
  ""functionInvocationValue"": {
    ""functionName"": ""Geometry.buffer"",
    ""arguments"": {
      ""distance"": {
        ""constantValue"": 1000
      },
      ""geometry"": {
        ""functionInvocationValue"": {
          ""functionName"": ""GeometryConstructors.Point"",
          ""arguments"": {
            ""coordinates"": {
              ""constantValue"": [
                124.24601842128389,
                7.222642929080916
              ]
            }
          }
        }
      }
    }
  }
})",124.24601842128388,7.222642929080916,0.17386968370732353,-0.054469417655835684,-0.12486328619697952,167.94014962593522,4,0,134679373,"Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright",way,144061588,7.2228553,124.2456810440536,"Cotabato City Central Pilot School, Sinsuat Avenue, Ngo Compound, Poblacion Ⅶ, Cotabato City, Bangsamoro, 9605, Philippines","['7.2216092', '7.2238551', '124.2444824', '124.2467261']",Poblacion Ⅶ,Cotabato City,Bangsamoro,9605.0,Philippines,ph,,,Ngo Compound,,Cotabato City Central Pilot School,Sinsuat Avenue,,,,
